customer_id,historical_claim_id,historical_policy_id,loss_date,report_date,cause_of_loss,first_line_of_address,county,state,zip_code,latitude,longitude,initial_estimate,total_paid,claim_duration_days,third_party_count,attorney_involved,public_adjuster_involved,litigated,claim_outcome
CUS00235,HCLM00235_04,HPOL00235_04,2020-05-11,2020-05-11,Water,921 N Central Ave,Hillsborough,FL,33602,27.95189,-82.4639,51000,46000,56,4,1,0,1,Litigated and Settled
CUS00236,HCLM00236_01,HPOL00236_01,2021-06-18,2021-06-22,Hurricane,109 W Fortune St,Hillsborough,FL,33602,27.947222,-82.458452,58300,95300,218,12,0,0,0,Partially Paid
CUS00236,HCLM00236_02,HPOL00236_02,2020-06-27,2020-07-06,Vandalism,7511 Solstice Cir,Orange,FL,32821,28.411672,-81.46685,67300,48800,138,7,1,0,1,Litigated and Adjudicated
CUS00236,HCLM00236_03,HPOL00236_03,2022-11-21,2022-11-28,Hurricane,109 W Fortune St,Hillsborough,FL,33602,27.947222,-82.458452,33600,24400,115,9,0,0,0,Settled
CUS00236,HCLM00236_04,HPOL00236_04,2019-09-25,2019-10-08,Hail,109 W Fortune St,Hillsborough,FL,33602,27.947222,-82.458452,56100,81800,215,5,0,1,0,Paid
CUS00237,HCLM00237_01,HPOL00237_01,2018-07-17,2018-07-30,Fire,1011 E Cumberland Ave,Hillsborough,FL,33602,27.948032,-82.463042,78000,106300,32,12,1,1,0,Partially Paid
CUS00237,HCLM00237_02,HPOL00237_02,2021-08-03,2021-08-07,Wind,520 E Church St,Orange,FL,32801,28.542388,-81.368972,57100,49300,218,13,1,0,0,Denied
CUS00237,HCLM00237_03,HPOL00237_03,2021-04-09,2021-04-10,Theft,1011 E Cumberland Ave,Hillsborough,FL,33602,27.948032,-82.463042,53500,52500,73,13,0,0,0,Settled
CUS00237,HCLM00237_04,HPOL00237_04,2019-10-25,2019-10-26,Water,1011 E Cumberland Ave,Hillsborough,FL,33602,27.948032,-82.463042,30700,53400,193,13,0,0,0,Denied
CUS00239,HCLM00239_01,HPOL00239_01,2019-08-02,2019-08-16,Hail,1211 E Kennedy Blvd,Hillsborough,FL,33602,27.950366,-82.46105,28000,49100,241,5,0,0,1,Litigated and Settled
CUS00239,HCLM00239_02,HPOL00239_02,2022-11-19,2022-11-23,Water,1211 E Kennedy Blvd,Hillsborough,FL,33602,27.950366,-82.46105,3600,6300,96,9,0,0,0,Closed Without Payment
CUS00239,HCLM00239_03,HPOL00239_03,2020-10-27,2020-11-07,Wind,700 SW 1st St,Miami-Dade,FL,33130,25.76502,-80.207664,19300,34000,160,12,0,0,0,Withdrawn
CUS00239,HCLM00239_04,HPOL00239_04,2018-05-30,2018-06-02,Fire,1211 E Kennedy Blvd,Hillsborough,FL,33602,27.950366,-82.46105,34500,58000,149,12,0,0,0,Settled
CUS00240,HCLM00240_01,HPOL00240_01,2022-08-10,2022-08-16,Hurricane,109 W Fortune St,Hillsborough,FL,33602,27.947222,-82.458452,43300,36000,117,10,0,0,0,Denied
CUS00240,HCLM00240_02,HPOL00240_02,2022-01-02,2022-01-06,Hurricane,645 NW 1st St,Miami-Dade,FL,33128,25.768528,-80.198928,56500,43200,158,10,0,0,0,Closed Without Payment
CUS00241,HCLM00241_01,HPOL00241_01,2018-05-16,2018-05-25,Hail,109 W Fortune St,Hillsborough,FL,33602,27.947222,-82.458452,50700,89900,120,7,0,0,0,Settled
CUS00242,HCLM00242_01,HPOL00242_01,2018-12-14,2018-12-14,Freeze,4000 Headwaters Way,Orange,FL,32837,28.386144,-81.418598,10400,11000,192,8,1,0,0,Denied
CUS00244,HCLM00244_01,HPOL00244_01,2017-03-01,2017-03-10,Theft,3131 NE 1st Ave,Miami-Dade,FL,33137,25.807112,-80.193906,63200,97000,99,3,0,0,1,Litigated and Settled
CUS00245,HCLM00245_01,HPOL00245_01,2025-01-15,2025-01-29,Lightning,109 W Fortune St,Hillsborough,FL,33602,27.947222,-82.458452,47700,81700,128,7,0,0,0,Settled
CUS00245,HCLM00245_02,HPOL00245_02,2024-12-14,2024-12-21,Hail,6301 S Westshore Blvd,Hillsborough,FL,33616,27.867894,-82.52435,73800,123200,213,7,1,0,0,Settled
CUS00245,HCLM00245_03,HPOL00245_03,2022-04-12,2022-04-19,Freeze,109 W Fortune St,Hillsborough,FL,33602,27.947222,-82.458452,45200,44800,222,9,0,0,0,Partially Paid
CUS00245,HCLM00245_04,HPOL00245_04,2022-06-29,2022-07-01,Wind,10149 Arise Loop,Orange,FL,32837,28.397256,-81.42077,76200,128800,33,5,0,0,0,Denied
CUS00246,HCLM00246_01,HPOL00246_01,2024-11-29,2024-12-13,Lightning,6600 NW 7th St,Miami-Dade,FL,33126,25.778214,-80.295246,75500,125500,31,8,0,0,0,Denied
CUS00248,HCLM00248_01,HPOL00248_01,2023-03-07,2023-03-08,Lightning,921 N Central Ave,Hillsborough,FL,33602,27.95189,-82.4639,59700,57700,78,11,0,0,0,Partially Paid
CUS00248,HCLM00248_02,HPOL00248_02,2020-05-06,2020-05-15,Water,921 N Central Ave,Hillsborough,FL,33602,27.95189,-82.4639,68900,92000,443,7,0,0,1,Litigated and Settled
CUS00249,HCLM00249_01,HPOL00249_01,2020-06-12,2020-06-18,Hurricane,300 W Tyler St,Hillsborough,FL,33602,27.948668,-82.456928,40900,72900,39,13,0,0,0,Closed Without Payment
CUS00249,HCLM00249_02,HPOL00249_02,2022-05-16,2022-05-27,Vandalism,300 W Tyler St,Hillsborough,FL,33602,27.948668,-82.456928,66600,52000,41,9,0,0,0,Closed Without Payment
CUS00249,HCLM00249_03,HPOL00249_03,2021-01-24,2021-01-27,Hail,1211 E Kennedy Blvd,Hillsborough,FL,33602,27.950366,-82.46105,25000,23400,71,11,0,0,0,Withdrawn
CUS00251,HCLM00251_01,HPOL00251_01,2018-06-14,2018-06-25,Water,645 NW 1st St,Miami-Dade,FL,33128,25.768528,-80.198928,54000,49100,181,10,0,0,1,Litigated and Adjudicated
CUS00252,HCLM00252_01,HPOL00252_01,2019-09-18,2019-09-26,Theft,921 N Central Ave,Hillsborough,FL,33602,27.95189,-82.4639,78800,104200,179,13,0,0,0,Withdrawn
CUS00255,HCLM00255_01,HPOL00255_01,2020-01-02,2020-01-07,Hail,921 N Central Ave,Hillsborough,FL,33602,27.95189,-82.4639,11400,13800,215,6,1,0,0,Paid
CUS00256,HCLM00256_01,HPOL00256_01,2021-02-08,2021-02-20,Fire,295 NE Ivanhoe Blvd,Orange,FL,32804,28.579332,-81.39362,66300,79300,111,8,1,0,0,Withdrawn
CUS00257,HCLM00257_01,HPOL00257_01,2021-04-16,2021-04-17,Hail,300 W Tyler St,Hillsborough,FL,33602,27.948668,-82.456928,15600,15200,41,8,0,0,0,Withdrawn
CUS00257,HCLM00257_02,HPOL00257_02,2020-08-18,2020-08-23,Theft,300 W Tyler St,Hillsborough,FL,33602,27.948668,-82.456928,57600,84700,73,5,0,0,0,Denied
CUS00258,HCLM00258_01,HPOL00258_01,2024-07-11,2024-07-18,Theft,1115 E Twiggs St,Hillsborough,FL,33602,27.951524,-82.459604,23700,23900,113,11,0,0,0,Settled
CUS00258,HCLM00258_02,HPOL00258_02,2021-11-16,2021-11-27,Water,1115 E Twiggs St,Hillsborough,FL,33602,27.951524,-82.459604,69900,77700,46,13,0,0,0,Denied
CUS00259,HCLM00259_01,HPOL00259_01,2021-04-26,2021-04-30,Fire,1211 E Kennedy Blvd,Hillsborough,FL,33602,27.950366,-82.46105,9300,16700,23,6,0,0,0,Settled
CUS00259,HCLM00259_02,HPOL00259_02,2024-09-17,2024-09-27,Wind,6904 Ralston Pl Dr,Hillsborough,FL,33614,28.00581,-82.507956,72500,114700,131,7,0,0,0,Closed Without Payment
CUS00260,HCLM00260_01,HPOL00260_01,2020-09-05,2020-09-06,Lightning,300 W Tyler St,Hillsborough,FL,33602,27.948668,-82.456928,70100,66400,215,11,1,0,0,Settled
CUS00260,HCLM00260_02,HPOL00260_02,2021-06-07,2021-06-14,Fire,300 W Tyler St,Hillsborough,FL,33602,27.948668,-82.456928,60000,72600,106,12,0,0,0,Withdrawn
CUS00260,HCLM00260_03,HPOL00260_03,2021-11-02,2021-11-08,Wind,300 W Tyler St,Hillsborough,FL,33602,27.948668,-82.456928,23800,42000,210,12,0,0,0,Denied
CUS00260,HCLM00260_04,HPOL00260_04,2022-07-18,2022-07-29,Lightning,109 W Fortune St,Hillsborough,FL,33602,27.947222,-82.458452,76600,58300,159,7,0,1,0,Denied
CUS00260,HCLM00260_05,HPOL00260_05,2023-05-19,2023-05-24,Wind,12112 Sugarloaf Key St,Hillsborough,FL,33626,28.058486,-82.624672,5000,8700,96,4,0,0,0,Settled
CUS00262,HCLM00262_01,HPOL00262_01,2021-05-12,2021-05-20,Hail,295 NE Ivanhoe Blvd,Orange,FL,32804,28.579332,-81.39362,72800,128200,203,4,0,1,0,Settled
CUS00262,HCLM00262_02,HPOL00262_02,2023-04-18,2023-04-26,Hail,295 NE Ivanhoe Blvd,Orange,FL,32804,28.579332,-81.39362,75100,132800,99,8,0,1,0,Settled
CUS00262,HCLM00262_03,HPOL00262_03,2021-09-06,2021-09-16,Lightning,3219 S Orange Ave,Orange,FL,32806,28.517866,-81.366976,75100,82500,92,13,1,0,0,Withdrawn
CUS00263,HCLM00263_01,HPOL00263_01,2019-11-03,2019-11-03,Hail,1011 E Cumberland Ave,Hillsborough,FL,33602,27.948032,-82.463042,35500,42500,487,13,0,0,1,Litigated and Settled
CUS00264,HCLM00264_01,HPOL00264_01,2021-04-22,2021-04-27,Hail,109 W Fortune St,Hillsborough,FL,33602,27.947222,-82.458452,26500,21900,107,12,1,0,0,Partially Paid
CUS00264,HCLM00264_02,HPOL00264_02,2024-08-04,2024-08-06,Water,4301 Urbana Dr,Orange,FL,32837,28.394856,-81.424922,78100,110800,94,13,0,0,0,Paid
CUS00265,HCLM00265_01,HPOL00265_01,2022-11-04,2022-11-09,Vandalism,1211 E Kennedy Blvd,Hillsborough,FL,33602,27.950366,-82.46105,37100,40800,96,5,0,1,0,Denied
CUS00267,HCLM00267_01,HPOL00267_01,2021-08-05,2021-08-18,Lightning,921 N Central Ave,Hillsborough,FL,33602,27.95189,-82.4639,37700,62900,101,6,0,0,0,Settled
CUS00267,HCLM00267_02,HPOL00267_02,2021-10-16,2021-10-18,Vandalism,921 N Central Ave,Hillsborough,FL,33602,27.95189,-82.4639,55000,52600,66,3,0,0,0,Closed Without Payment
CUS00268,HCLM00268_01,HPOL00268_01,2020-10-24,2020-11-04,Theft,6501 S Westshore Blvd,Hillsborough,FL,33616,27.869022,-82.523216,48200,41900,106,11,1,0,0,Withdrawn
CUS00269,HCLM00269_01,HPOL00269_01,2019-09-18,2019-09-30,Theft,109 W Fortune St,Hillsborough,FL,33602,27.947222,-82.458452,18600,25200,97,10,1,0,0,Denied
CUS00269,HCLM00269_02,HPOL00269_02,2018-04-26,2018-05-07,Theft,109 W Fortune St,Hillsborough,FL,33602,27.947222,-82.458452,71200,58200,55,12,1,1,0,Closed Without Payment
CUS00269,HCLM00269_03,HPOL00269_03,2022-01-05,2022-01-18,Hurricane,109 W Fortune St,Hillsborough,FL,33602,27.947222,-82.458452,44000,54100,201,9,0,0,0,Partially Paid
CUS00270,HCLM00270_01,HPOL00270_01,2017-09-19,2017-09-27,Water,1211 E Kennedy Blvd,Hillsborough,FL,33602,27.950366,-82.46105,23200,40800,62,6,0,0,0,Settled
CUS00270,HCLM00270_02,HPOL00270_02,2020-08-03,2020-08-13,Theft,1211 E Kennedy Blvd,Hillsborough,FL,33602,27.950366,-82.46105,46800,38800,194,4,0,1,0,Withdrawn
CUS00270,HCLM00270_03,HPOL00270_03,2020-01-26,2020-02-03,Hurricane,1211 E Kennedy Blvd,Hillsborough,FL,33602,27.950366,-82.46105,23400,17200,210,11,0,0,0,Closed Without Payment
CUS00270,HCLM00270_04,HPOL00270_04,2019-10-20,2019-10-30,Wind,1211 E Kennedy Blvd,Hillsborough,FL,33602,27.950366,-82.46105,69100,82900,229,3,0,0,0,Withdrawn
CUS00270,HCLM00270_05,HPOL00270_05,2020-06-08,2020-06-09,Hurricane,4301 Urbana Dr,Orange,FL,32837,28.394856,-81.424922,66500,69400,201,4,1,0,0,Settled
CUS00272,HCLM00272_01,HPOL00272_01,2021-10-05,2021-10-16,Theft,1115 E Twiggs St,Hillsborough,FL,33602,27.951524,-82.459604,14600,10300,126,8,0,0,0,Denied
CUS00272,HCLM00272_02,HPOL00272_02,2022-05-03,2022-05-12,Hurricane,1115 E Twiggs St,Hillsborough,FL,33602,27.951524,-82.459604,52700,74100,158,9,1,0,0,Denied
CUS00273,HCLM00273_01,HPOL00273_01,2020-11-01,2020-11-10,Vandalism,109 W Fortune St,Hillsborough,FL,33602,27.947222,-82.458452,44300,77800,70,13,0,0,0,Settled
CUS00275,HCLM00275_01,HPOL00275_01,2019-07-11,2019-07-20,Fire,300 W Tyler St,Hillsborough,FL,33602,27.948668,-82.456928,62800,59000,152,10,0,0,0,Partially Paid
CUS00276,HCLM00276_01,HPOL00276_01,2021-09-25,2021-09-30,Vandalism,7575 Universal Blvd,Orange,FL,32819,28.451704,-81.47356,19800,21300,31,10,0,0,0,Closed Without Payment
CUS00276,HCLM00276_02,HPOL00276_02,2021-02-01,2021-02-07,Wind,109 W Fortune St,Hillsborough,FL,33602,27.947222,-82.458452,55700,73500,109,13,0,0,0,Withdrawn
CUS00276,HCLM00276_03,HPOL00276_03,2024-05-16,2024-05-19,Hail,109 W Fortune St,Hillsborough,FL,33602,27.947222,-82.458452,33000,36000,47,6,0,0,0,Paid
CUS00276,HCLM00276_04,HPOL00276_04,2022-01-03,2022-01-09,Hail,109 W Fortune St,Hillsborough,FL,33602,27.947222,-82.458452,41200,30300,193,4,1,0,0,Withdrawn
CUS00277,HCLM00277_01,HPOL00277_01,2023-02-21,2023-02-26,Theft,300 W Tyler St,Hillsborough,FL,33602,27.948668,-82.456928,55500,45300,35,3,0,1,0,Denied
CUS00277,HCLM00277_02,HPOL00277_02,2020-06-23,2020-07-05,Fire,300 W Tyler St,Hillsborough,FL,33602,27.948668,-82.456928,4800,8100,41,7,0,0,0,Closed Without Payment
CUS00277,HCLM00277_03,HPOL00277_03,2022-12-17,2022-12-24,Theft,300 W Tyler St,Hillsborough,FL,33602,27.948668,-82.456928,61500,56700,98,12,0,0,0,Paid
CUS00278,HCLM00278_01,HPOL00278_01,2021-05-27,2021-06-04,Wind,921 N Central Ave,Hillsborough,FL,33602,27.95189,-82.4639,19400,20400,142,10,0,0,0,Withdrawn
CUS00279,HCLM00279_01,HPOL00279_01,2020-05-31,2020-06-03,Lightning,645 NW 1st St,Miami-Dade,FL,33128,25.768528,-80.198928,14400,17400,119,11,0,1,0,Settled
CUS00279,HCLM00279_02,HPOL00279_02,2020-06-25,2020-07-06,Vandalism,1211 E Kennedy Blvd,Hillsborough,FL,33602,27.950366,-82.46105,43500,70500,185,12,0,0,0,Closed Without Payment
CUS00279,HCLM00279_03,HPOL00279_03,2022-08-22,2022-08-29,Water,109 W Fortune St,Hillsborough,FL,33602,27.947222,-82.458452,14900,12800,331,7,1,0,1,Litigated and Adjudicated
CUS00279,HCLM00279_04,HPOL00279_04,2023-09-14,2023-09-25,Theft,1211 E Kennedy Blvd,Hillsborough,FL,33602,27.950366,-82.46105,39000,29600,203,13,0,0,0,Denied
CUS00280,HCLM00280_01,HPOL00280_01,2021-08-17,2021-08-23,Wind,2633 Azalea Garden Pl,Hillsborough,FL,33619,27.938868,-82.369974,41300,34500,191,5,0,0,1,Litigated and Settled
CUS00280,HCLM00280_02,HPOL00280_02,2018-01-31,2018-02-04,Water,1115 E Twiggs St,Hillsborough,FL,33602,27.951524,-82.459604,65600,114900,166,9,0,0,0,Withdrawn
CUS00281,HCLM00281_01,HPOL00281_01,2021-05-05,2021-05-06,Fire,2828 NW 1st Ave,Miami-Dade,FL,33127,25.79715,-80.197564,17800,24800,346,11,0,1,1,Litigated and Settled
CUS00281,HCLM00281_02,HPOL00281_02,2024-01-19,2024-01-24,Hail,645 NW 1st St,Miami-Dade,FL,33128,25.768528,-80.198928,50200,68400,53,10,0,0,0,Denied
CUS00282,HCLM00282_01,HPOL00282_01,2021-04-03,2021-04-12,Theft,110 Zora Pl,Orange,FL,32810,28.615406,-81.425066,79800,141900,176,9,0,0,0,Denied
CUS00282,HCLM00282_02,HPOL00282_02,2019-11-26,2019-11-29,Hurricane,8733 Rooks Park Cir,Hillsborough,FL,33619,27.936594,-82.36584,48900,60600,200,10,0,0,0,Paid
CUS00283,HCLM00283_01,HPOL00283_01,2019-12-06,2019-12-15,Water,3131 NE 1st Ave,Miami-Dade,FL,33137,25.807112,-80.193906,20300,33900,190,10,0,0,0,Settled
CUS00284,HCLM00284_01,HPOL00284_01,2020-09-15,2020-09-24,Water,4301 Urbana Dr,Orange,FL,32837,28.394856,-81.424922,14900,18100,197,11,0,0,0,Withdrawn
CUS00284,HCLM00284_02,HPOL00284_02,2021-01-23,2021-02-02,Vandalism,1000 NW 7th St,Miami-Dade,FL,33136,25.78563,-80.201058,34800,60400,32,9,0,0,0,Withdrawn
CUS00284,HCLM00284_03,HPOL00284_03,2021-01-21,2021-01-22,Water,4301 Urbana Dr,Orange,FL,32837,28.394856,-81.424922,21700,29400,226,3,0,0,0,Closed Without Payment
CUS00284,HCLM00284_04,HPOL00284_04,2023-01-20,2023-01-25,Freeze,10149 Arise Loop,Orange,FL,32837,28.397256,-81.42077,47300,40900,174,7,0,0,0,Paid
CUS00285,HCLM00285_01,HPOL00285_01,2021-05-25,2021-06-06,Wind,733 Main Ln,Orange,FL,32801,28.546738,-81.375962,4900,6700,177,12,0,0,0,Withdrawn
CUS00285,HCLM00285_02,HPOL00285_02,2023-10-22,2023-11-04,Lightning,300 W Tyler St,Hillsborough,FL,33602,27.948668,-82.456928,53600,94700,32,4,0,0,0,Paid
CUS00285,HCLM00285_03,HPOL00285_03,2022-04-09,2022-04-09,Fire,300 W Tyler St,Hillsborough,FL,33602,27.948668,-82.456928,60200,91800,487,8,0,0,1,Litigated and Adjudicated
CUS00286,HCLM00286_01,HPOL00286_01,2020-05-20,2020-05-24,Water,109 W Fortune St,Hillsborough,FL,33602,27.947222,-82.458452,19500,20500,220,5,0,0,0,Paid
CUS00286,HCLM00286_02,HPOL00286_02,2023-09-13,2023-09-20,Hurricane,9931 W Flagler St,Miami-Dade,FL,33174,25.75642,-80.352414,68400,64500,181,12,0,0,0,Withdrawn
CUS00286,HCLM00286_03,HPOL00286_03,2020-11-03,2020-11-15,Water,109 W Fortune St,Hillsborough,FL,33602,27.947222,-82.458452,74100,103700,455,10,1,1,1,Litigated and Settled
CUS00287,HCLM00287_01,HPOL00287_01,2019-07-01,2019-07-06,Hail,110 Zora Pl,Orange,FL,32810,28.615406,-81.425066,48400,61000,168,9,0,0,0,Closed Without Payment
CUS00288,HCLM00288_01,HPOL00288_01,2020-07-15,2020-07-27,Hail,1000 NW 7th St,Miami-Dade,FL,33136,25.78563,-80.201058,48800,75800,157,12,1,0,1,Litigated and Settled
CUS00288,HCLM00288_02,HPOL00288_02,2020-07-16,2020-07-19,Hail,1000 NW 7th St,Miami-Dade,FL,33136,25.78563,-80.201058,29400,47100,122,3,1,0,0,Settled
CUS00288,HCLM00288_03,HPOL00288_03,2022-01-07,2022-01-10,Water,1000 NW 7th St,Miami-Dade,FL,33136,25.78563,-80.201058,22000,35500,76,11,0,1,0,Denied
CUS00288,HCLM00288_04,HPOL00288_04,2022-07-04,2022-07-12,Theft,230 NE 4th St,Miami-Dade,FL,33132,25.781976,-80.192572,9400,13000,28,4,0,0,0,Paid
CUS00290,HCLM00290_01,HPOL00290_01,2020-05-13,2020-05-23,Hurricane,3000 NE 2nd Ave,Miami-Dade,FL,33137,25.808936,-80.195094,23100,39600,75,5,0,1,0,Closed Without Payment
CUS00290,HCLM00290_02,HPOL00290_02,2020-07-12,2020-07-13,Hail,1011 E Cumberland Ave,Hillsborough,FL,33602,27.948032,-82.463042,27000,34200,83,12,0,0,0,Partially Paid
CUS00291,HCLM00291_01,HPOL00291_01,2020-10-21,2020-11-01,Wind,2633 Azalea Garden Pl,Hillsborough,FL,33619,27.938868,-82.369974,38400,40000,177,3,0,1,0,Paid
CUS00294,HCLM00294_01,HPOL00294_01,2023-08-25,2023-08-30,Vandalism,9931 W Flagler St,Miami-Dade,FL,33174,25.75642,-80.352414,75400,69400,69,10,0,1,0,Withdrawn
CUS00295,HCLM00295_01,HPOL00295_01,2022-12-22,2022-12-23,Theft,2828 NW 1st Ave,Miami-Dade,FL,33127,25.79715,-80.197564,39800,28200,189,4,0,0,0,Closed Without Payment
CUS00295,HCLM00295_02,HPOL00295_02,2020-06-26,2020-06-30,Lightning,645 NW 1st St,Miami-Dade,FL,33128,25.768528,-80.198928,12200,21100,32,5,0,0,0,Withdrawn
CUS00295,HCLM00295_03,HPOL00295_03,2020-12-09,2020-12-20,Freeze,2828 NW 1st Ave,Miami-Dade,FL,33127,25.79715,-80.197564,17100,28800,37,9,0,0,0,Denied
CUS00296,HCLM00296_01,HPOL00296_01,2020-03-24,2020-04-05,Theft,2901 NE 1st Ave,Miami-Dade,FL,33137,25.802168,-80.187402,70200,71000,186,5,0,0,0,Closed Without Payment
CUS00296,HCLM00296_02,HPOL00296_02,2021-10-06,2021-10-13,Wind,2633 Azalea Garden Pl,Hillsborough,FL,33619,27.938868,-82.369974,66000,116100,42,10,0,0,0,Settled
CUS00296,HCLM00296_03,HPOL00296_03,2022-01-06,2022-01-20,Theft,2633 Azalea Garden Pl,Hillsborough,FL,33619,27.938868,-82.369974,70000,106400,83,10,0,1,0,Closed Without Payment
CUS00297,HCLM00297_01,HPOL00297_01,2022-10-16,2022-10-27,Fire,5432 W Tyson Ave,Hillsborough,FL,33611,27.888268,-82.506778,58000,69800,168,7,0,1,0,Closed Without Payment
CUS00297,HCLM00297_02,HPOL00297_02,2023-08-08,2023-08-14,Lightning,5432 W Tyson Ave,Hillsborough,FL,33611,27.888268,-82.506778,47700,59900,149,6,0,0,0,Closed Without Payment
CUS00297,HCLM00297_03,HPOL00297_03,2021-04-08,2021-04-22,Fire,5432 W Tyson Ave,Hillsborough,FL,33611,27.888268,-82.506778,44900,60600,87,13,0,0,0,Closed Without Payment
CUS00298,HCLM00298_01,HPOL00298_01,2022-12-27,2023-01-09,Lightning,101 Lake Ave,Orange,FL,32801,28.539466,-81.369524,79200,113000,169,9,0,1,0,Partially Paid
CUS00300,HCLM00300_01,HPOL00300_01,2021-07-18,2021-07-21,Hail,2650 Dade Ave,Orange,FL,32804,28.583628,-81.389606,28800,36800,189,11,0,0,0,Paid
CUS00301,HCLM00301_01,HPOL00301_01,2021-05-01,2021-05-01,Hail,9200 Randal Park Blvd,Orange,FL,32832,28.412212,-81.243592,57200,48300,27,10,0,0,0,Settled
CUS00301,HCLM00301_02,HPOL00301_02,2021-12-03,2021-12-13,Fire,9200 Randal Park Blvd,Orange,FL,32832,28.412212,-81.243592,64000,82000,113,13,0,0,0,Closed Without Payment
CUS00302,HCLM00302_01,HPOL00302_01,2023-02-12,2023-02-17,Fire,55 NE 2nd St,Miami-Dade,FL,33132,25.784184,-80.187508,10400,13400,156,3,0,1,0,Paid
CUS00302,HCLM00302_02,HPOL00302_02,2020-06-26,2020-07-01,Lightning,2900 Biscayne Blvd,Miami-Dade,FL,33137,25.80518,-80.188488,61800,95900,57,6,0,0,0,Denied
CUS00302,HCLM00302_03,HPOL00302_03,2023-07-07,2023-07-19,Water,733 Main Ln,Orange,FL,32801,28.546738,-81.375962,51900,75000,191,5,0,0,0,Paid
CUS00302,HCLM00302_04,HPOL00302_04,2019-08-13,2019-08-26,Hail,2900 Biscayne Blvd,Miami-Dade,FL,33137,25.80518,-80.188488,18900,25300,31,4,0,0,0,Withdrawn
CUS00302,HCLM00302_05,HPOL00302_05,2019-12-04,2019-12-13,Fire,2900 Biscayne Blvd,Miami-Dade,FL,33137,25.80518,-80.188488,21700,16100,101,9,0,0,0,Withdrawn
CUS00303,HCLM00303_01,HPOL00303_01,2017-08-30,2017-09-09,Vandalism,180 NE 29th St,Miami-Dade,FL,33137,25.808606,-80.19234,56200,72200,78,6,0,0,0,Paid
CUS00303,HCLM00303_02,HPOL00303_02,2021-06-18,2021-06-18,Theft,5127 W Tyson Ave,Hillsborough,FL,33611,27.888982,-82.504054,67300,98000,55,11,0,0,0,Partially Paid
CUS00304,HCLM00304_01,HPOL00304_01,2022-03-28,2022-03-30,Lightning,3000 NE 2nd Ave,Miami-Dade,FL,33137,25.808936,-80.195094,54100,61400,56,12,0,0,0,Settled
CUS00304,HCLM00304_02,HPOL00304_02,2022-04-06,2022-04-20,Hail,3000 NE 2nd Ave,Miami-Dade,FL,33137,25.808936,-80.195094,75800,115400,102,11,1,0,0,Denied
CUS00304,HCLM00304_03,HPOL00304_03,2022-11-15,2022-11-16,Freeze,3000 NE 2nd Ave,Miami-Dade,FL,33137,25.808936,-80.195094,77000,72700,153,11,0,1,0,Paid
CUS00305,HCLM00305_01,HPOL00305_01,2020-12-13,2020-12-15,Fire,9200 Randal Park Blvd,Orange,FL,32832,28.412212,-81.243592,17900,24700,306,7,1,0,1,Litigated and Adjudicated
CUS00305,HCLM00305_02,HPOL00305_02,2018-11-13,2018-11-15,Fire,4301 Urbana Dr,Orange,FL,32837,28.394856,-81.424922,69700,103600,133,3,0,0,1,Litigated and Settled
CUS00306,HCLM00306_01,HPOL00306_01,2019-05-26,2019-06-04,Vandalism,1211 E Kennedy Blvd,Hillsborough,FL,33602,27.950366,-82.46105,54800,81400,114,9,0,0,0,Settled
CUS00307,HCLM00307_01,HPOL00307_01,2023-07-01,2023-07-05,Theft,1115 E Twiggs St,Hillsborough,FL,33602,27.951524,-82.459604,37600,46800,140,6,0,1,0,Settled
CUS00307,HCLM00307_02,HPOL00307_02,2020-08-09,2020-08-22,Freeze,3131 NE 1st Ave,Miami-Dade,FL,33137,25.807112,-80.193906,29700,38600,18,11,0,1,0,Paid
CUS00309,HCLM00309_01,HPOL00309_01,2024-12-15,2024-12-17,Wind,2633 Azalea Garden Pl,Hillsborough,FL,33619,27.938868,-82.369974,43700,48200,140,5,0,0,0,Denied
CUS00309,HCLM00309_02,HPOL00309_02,2021-11-04,2021-11-04,Theft,5432 W Tyson Ave,Hillsborough,FL,33611,27.888268,-82.506778,65500,112000,102,12,0,0,0,Denied
CUS00309,HCLM00309_03,HPOL00309_03,2020-12-05,2020-12-14,Wind,6600 NW 7th St,Miami-Dade,FL,33126,25.778214,-80.295246,35500,48000,33,7,0,1,0,Denied
CUS00310,HCLM00310_01,HPOL00310_01,2022-05-24,2022-06-06,Vandalism,3015 N Rocky Point Dr E,Hillsborough,FL,33607,27.964764,-82.501766,31100,48800,224,9,0,0,0,Settled
CUS00310,HCLM00310_02,HPOL00310_02,2018-02-11,2018-02-16,Water,3015 N Rocky Point Dr E,Hillsborough,FL,33607,27.964764,-82.501766,52200,72400,77,4,0,0,0,Withdrawn
CUS00310,HCLM00310_03,HPOL00310_03,2020-10-27,2020-10-27,Vandalism,3015 N Rocky Point Dr E,Hillsborough,FL,33607,27.964764,-82.501766,50200,54900,217,9,1,0,0,Paid
CUS00311,HCLM00311_01,HPOL00311_01,2020-01-24,2020-02-07,Theft,355 N Rosalind Ave,Orange,FL,32801,28.545514,-81.378134,17200,21100,98,13,0,0,0,Closed Without Payment
CUS00312,HCLM00312_01,HPOL00312_01,2021-10-16,2021-10-22,Freeze,101 Lake Ave,Orange,FL,32801,28.539466,-81.369524,64100,54200,83,12,0,0,0,Denied
