claim_id,policy_id,customer_id,loss_date,report_date,cause_of_loss,catastrophe_flag,first_line_of_address,county,state,zip_code,latitude,longitude,property_age,roof_age,roof_material,construction_type,square_footage,occupancy_type,property_value,policy_tenure_months,coverage_a_dwelling_flag,coverage_b_other_structures_flag,coverage_c_personal_property_flag,coverage_d_loss_of_use_flag,coverage_e_liability_flag,coverage_f_medical_payments_flag,coverage_a_limit,coverage_b_limit,coverage_c_limit,coverage_d_limit,deductible,annual_premium,policy_form,prior_claim_count_3yr,prior_total_paid_3yr,prior_same_cause_claim_count,prior_litigated_claim_count,initial_reserve,initial_estimate,days_to_first_inspection,inspection_completed_30_days,complaint_flag_30_days,litigated
CLM00265,POL00265,CUS00265,2023-12-20,2024-01-10,Water,0,1211 E Kennedy Blvd,Hillsborough,FL,33602,27.950366,-82.46105,3,3,Asphalt Shingle,Concrete Block,4213,Secondary Residence,809000,188,1,1,1,1,1,1,708000,90000,342000,191000,1000,8020,HO5,1,40800,0,0,29400,35200,18,1,0,0
CLM00266,POL00266,CUS00266,2022-02-14,2022-02-18,Vandalism,0,1211 E Kennedy Blvd,Hillsborough,FL,33602,27.950366,-82.46105,40,10,Asphalt Shingle,Masonry,2558,Owner Occupied,1089000,43,1,1,1,1,1,1,1034000,111000,648000,159000,10000,8260,HO3,0,0,0,0,16300,20300,11,1,0,0
CLM00267,POL00267,CUS00267,2022-02-28,2022-03-08,Wind,0,921 N Central Ave,Hillsborough,FL,33602,27.95189,-82.4639,60,5,Asphalt Shingle,Reinforced Concrete,1629,Owner Occupied,793000,160,1,1,1,1,1,1,572000,78000,325000,106000,2500,4870,HO3,2,115500,0,0,32200,26900,15,1,0,1
CLM00268,POL00268,CUS00268,2023-04-25,2023-05-02,Theft,0,300 W Tyler St,Hillsborough,FL,33602,27.948668,-82.456928,36,16,Flat/TPO,Masonry Veneer,1516,Owner Occupied,579000,72,1,1,1,1,1,1,478000,40000,271000,75000,2500,9020,HO3,1,41900,1,0,5000,5200,12,1,1,0
CLM00269,POL00269,CUS00269,2022-11-09,2022-11-10,Wind,0,109 W Fortune St,Hillsborough,FL,33602,27.947222,-82.458452,18,6,Metal,Masonry,1605,Secondary Residence,1207000,44,1,1,1,1,1,1,886000,119000,501000,215000,10000,8340,HO5,1,54100,0,0,40900,42900,11,1,0,0
CLM00270,POL00270,CUS00270,2022-08-05,2022-08-14,Water,0,1211 E Kennedy Blvd,Hillsborough,FL,33602,27.950366,-82.46105,20,10,Metal,Concrete Block,1826,Owner Occupied,443000,153,1,1,1,1,1,1,324000,32000,210000,66000,2500,7790,HO6,4,208300,1,0,15900,32000,4,1,0,0
CLM00271,POL00271,CUS00271,2022-09-29,2022-10-04,Hurricane,1,921 N Central Ave,Hillsborough,FL,33602,27.95189,-82.4639,19,5,Asphalt Shingle,Concrete Block,874,Tenant Occupied,1389000,13,1,1,1,1,1,1,1067000,128000,640000,234000,2000,4580,HO5,0,0,0,0,75700,35100,16,1,0,0
CLM00272,POL00272,CUS00272,2025-03-03,2025-03-03,Theft,0,1115 E Twiggs St,Hillsborough,FL,33602,27.951524,-82.459604,66,6,Metal,Concrete Block,3756,Owner Occupied,799000,181,1,1,1,1,1,1,727000,62000,352000,181000,10000,3910,HO3,1,74100,1,0,20000,24900,12,1,0,0
CLM00273,POL00273,CUS00273,2022-11-21,2022-12-26,Wind,0,109 W Fortune St,Hillsborough,FL,33602,27.947222,-82.458452,21,10,Tile,Reinforced Concrete,993,Owner Occupied,1379000,179,1,1,1,1,1,1,1204000,108000,827000,221000,2500,4160,HO3,1,77800,0,0,19400,17000,3,1,0,0
CLM00274,POL00274,CUS00274,2022-06-01,2022-06-08,Wind,0,300 W Tyler St,Hillsborough,FL,33602,27.948668,-82.456928,28,1,Concrete Tile,Reinforced Concrete,2741,Owner Occupied,407000,117,1,1,1,1,1,1,359000,49000,245000,91000,1500,4540,HO3,0,0,0,0,115900,50500,17,1,0,1
CLM00275,POL00275,CUS00275,2022-08-23,2022-08-31,Fire,0,300 W Tyler St,Hillsborough,FL,33602,27.948668,-82.456928,46,27,Concrete Tile,Masonry,1517,Secondary Residence,459000,180,1,0,1,1,1,1,468000,0,291000,97000,2500,2740,HO6,0,0,1,0,49400,39500,2,1,1,0
CLM00276,POL00276,CUS00276,2024-08-21,2024-08-29,Wind,0,109 W Fortune St,Hillsborough,FL,33602,27.947222,-82.458452,54,22,Asphalt Shingle,Masonry,3793,Owner Occupied,1053000,92,1,1,1,1,1,1,851000,101000,524000,210000,1500,9770,HO3,3,87600,1,0,32900,34900,14,1,0,0
CLM00277,POL00277,CUS00277,2024-02-28,2024-03-01,Theft,0,300 W Tyler St,Hillsborough,FL,33602,27.948668,-82.456928,44,31,Flat/TPO,Concrete Block,3049,Owner Occupied,1275000,180,1,1,1,1,1,0,1008000,94000,472000,210000,1500,6880,DP3,2,102000,2,0,27300,24000,4,1,0,0
CLM00278,POL00278,CUS00278,2025-02-22,2025-04-11,Water,0,921 N Central Ave,Hillsborough,FL,33602,27.95189,-82.4639,51,30,Concrete Tile,Frame,1685,Secondary Residence,530000,189,1,1,1,1,1,1,499000,68000,324000,129000,5000,7760,HO5,0,0,0,0,46700,44800,7,1,0,1
CLM00279,POL00279,CUS00279,2024-09-26,2024-11-15,Hurricane,1,1211 E Kennedy Blvd,Hillsborough,FL,33602,27.950366,-82.46105,39,14,Tile,Masonry Veneer,4182,Owner Occupied,1030000,20,1,0,1,1,1,1,907000,0,541000,228000,2000,3110,HO3,2,42400,0,1,84400,68200,18,1,0,0
CLM00280,POL00280,CUS00280,2022-09-27,2022-10-01,Wind,1,1115 E Twiggs St,Hillsborough,FL,33602,27.951524,-82.459604,64,32,Tile,Reinforced Concrete,4112,Owner Occupied,380000,41,1,1,1,1,1,1,333000,49000,209000,96000,1000,3840,HO3,1,34500,1,1,34900,34600,8,1,0,1
CLM00281,POL00281,CUS00281,2025-05-03,2025-06-21,Freeze,0,2828 NW 1st Ave,Miami-Dade,FL,33127,25.79715,-80.197564,3,3,Asphalt Shingle,Frame,1340,Owner Occupied,439000,126,1,1,1,1,1,1,419000,43000,238000,70000,7500,6030,HO5,1,68400,0,1,8800,27900,6,1,0,1
CLM00282,POL00282,CUS00282,2024-05-15,2024-05-17,Theft,0,901 W Chestnut St,Hillsborough,FL,33607,27.956886,-82.501454,43,19,Flat/TPO,Masonry Veneer,3396,Owner Occupied,279000,11,1,1,1,1,1,1,262000,37000,142000,77000,2500,3590,HO5,0,0,1,0,17700,20200,15,1,0,0
CLM00283,POL00283,CUS00283,2022-11-09,2022-12-05,Water,0,3131 NE 1st Ave,Miami-Dade,FL,33137,25.807112,-80.193906,60,28,Flat/TPO,Concrete Block,1655,Owner Occupied,378000,189,1,1,1,1,1,1,334000,36000,158000,89000,1500,4810,HO6,1,33900,1,0,20500,37100,16,1,0,0
CLM00284,POL00284,CUS00284,2025-02-04,2025-03-04,Water,0,4301 Urbana Dr,Orange,FL,32837,28.394856,-81.424922,43,9,Tile,Frame,4457,Secondary Residence,1446000,37,1,1,1,1,1,1,1173000,170000,564000,313000,10000,1930,HO6,1,40900,2,0,17700,15500,15,1,0,0
CLM00285,POL00285,CUS00285,2024-03-29,2024-04-03,Wind,0,300 W Tyler St,Hillsborough,FL,33602,27.948668,-82.456928,59,18,Metal,Frame,2249,Owner Occupied,1375000,59,1,0,1,1,1,1,1186000,0,635000,207000,2000,3620,HO3,3,193200,1,1,20000,16100,14,1,0,0
CLM00286,POL00286,CUS00286,2025-02-12,2025-02-15,Hurricane,0,109 W Fortune St,Hillsborough,FL,33602,27.947222,-82.458452,43,17,Tile,Frame,3529,Owner Occupied,482000,65,1,1,1,1,1,1,421000,51000,283000,123000,1500,2350,HO3,1,64500,1,1,131200,105600,13,1,0,0
CLM00287,POL00287,CUS00287,2023-12-15,2023-12-15,Water,0,110 Zora Pl,Orange,FL,32810,28.615406,-81.425066,61,32,Metal,Masonry,1707,Owner Occupied,1350000,78,1,1,1,1,1,1,1186000,126000,706000,290000,1500,4370,HO6,0,0,0,0,10600,8700,7,1,0,0
CLM00288,POL00288,CUS00288,2025-05-19,2025-05-28,Hail,0,1000 NW 7th St,Miami-Dade,FL,33136,25.78563,-80.201058,10,1,Asphalt Shingle,Masonry Veneer,1334,Owner Occupied,1231000,32,1,1,1,1,1,1,1252000,145000,864000,253000,1500,5960,HO3,1,13000,2,1,28700,26500,9,1,0,1
CLM00289,POL00289,CUS00289,2023-10-20,2023-10-23,Theft,0,1115 E Twiggs St,Hillsborough,FL,33602,27.951524,-82.459604,53,15,Asphalt Shingle,Masonry Veneer,4145,Owner Occupied,1016000,69,1,1,1,1,1,1,965000,141000,594000,229000,7500,2660,HO3,0,0,0,0,14800,13500,10,1,0,0
CLM00290,POL00290,CUS00290,2023-03-23,2023-03-29,Hail,0,1011 E Cumberland Ave,Hillsborough,FL,33602,27.948032,-82.463042,54,16,Tile,Reinforced Concrete,1918,Owner Occupied,645000,176,1,1,1,1,1,1,471000,59000,242000,113000,10000,3650,HO3,2,73800,1,0,33600,34700,1,1,1,0
CLM00291,POL00291,CUS00291,2024-01-25,2024-01-27,Lightning,0,2633 Azalea Garden Pl,Hillsborough,FL,33619,27.938868,-82.369974,15,1,Asphalt Shingle,Reinforced Concrete,1488,Owner Occupied,692000,44,1,1,1,1,1,1,625000,61000,305000,156000,7500,8070,HO3,0,0,0,0,70300,38800,15,1,0,0
CLM00292,POL00292,CUS00292,2024-10-10,2024-10-19,Hail,1,6600 NW 7th St,Miami-Dade,FL,33126,25.778214,-80.295246,24,11,Asphalt Shingle,Masonry,1622,Secondary Residence,664000,124,1,1,1,1,1,1,659000,90000,385000,158000,2500,7540,HO3,0,0,0,0,24900,24200,17,1,0,0
CLM00293,POL00293,CUS00293,2023-07-05,2023-07-09,Wind,0,5009 Park Central Dr,Orange,FL,32839,28.48606,-81.403886,13,13,Metal,Masonry,3385,Owner Occupied,968000,146,1,1,1,1,1,1,846000,70000,382000,147000,1000,7620,HO3,0,0,0,0,31900,19000,8,1,0,0
CLM00294,POL00294,CUS00294,2025-11-11,2025-12-01,Vandalism,0,9931 W Flagler St,Miami-Dade,FL,33174,25.75642,-80.352414,72,14,Flat/TPO,Reinforced Concrete,2725,Owner Occupied,282000,75,1,1,1,1,1,1,240000,23000,125000,69000,1000,2360,HO3,1,69400,1,0,4500,13200,6,1,1,1
CLM00295,POL00295,CUS00295,2024-08-20,2024-08-24,Theft,0,2828 NW 1st Ave,Miami-Dade,FL,33127,25.79715,-80.197564,25,25,Asphalt Shingle,Concrete Block,1081,Owner Occupied,1012000,151,1,1,1,1,1,1,738000,73000,351000,121000,5000,4970,HO3,1,28200,1,0,23600,23400,2,1,0,0
CLM00296,POL00296,CUS00296,2024-09-26,2024-10-01,Wind,1,2633 Azalea Garden Pl,Hillsborough,FL,33619,27.938868,-82.369974,25,7,Concrete Tile,Masonry,3076,Owner Occupied,1306000,87,1,1,1,1,1,1,1277000,154000,641000,285000,2500,6440,HO6,2,222500,1,0,27300,22000,15,1,0,0
CLM00297,POL00297,CUS00297,2023-12-28,2023-12-29,Theft,0,5432 W Tyson Ave,Hillsborough,FL,33611,27.888268,-82.506778,12,12,Flat/TPO,Concrete Block,1915,Owner Occupied,866000,150,1,1,1,1,1,1,681000,73000,424000,203000,1000,3500,HO3,3,190300,0,0,8100,9500,6,1,0,0
CLM00298,POL00298,CUS00298,2025-02-10,2025-02-17,Hail,0,101 Lake Ave,Orange,FL,32801,28.539466,-81.369524,17,17,Concrete Tile,Masonry,3527,Owner Occupied,1112000,61,1,0,1,1,1,1,1085000,0,583000,209000,7500,4590,HO6,1,113000,0,0,18600,21400,11,1,0,0
CLM00299,POL00299,CUS00299,2023-06-16,2023-06-16,Wind,0,645 NW 1st St,Miami-Dade,FL,33128,25.768528,-80.198928,51,13,Metal,Frame,1924,Tenant Occupied,1306000,87,1,1,1,1,1,1,985000,102000,568000,186000,1500,6100,HO3,0,0,0,0,44000,40100,3,1,0,0
CLM00300,POL00300,CUS00300,2024-10-08,2024-10-13,Hail,1,2650 Dade Ave,Orange,FL,32804,28.583628,-81.389606,40,5,Asphalt Shingle,Masonry Veneer,3113,Owner Occupied,471000,19,1,0,1,1,1,1,452000,0,276000,102000,1500,7990,HO3,0,0,1,0,29400,30600,6,1,0,0
CLM00301,POL00301,CUS00301,2025-11-09,2025-11-14,Hail,0,9200 Randal Park Blvd,Orange,FL,32832,28.412212,-81.243592,12,12,Concrete Tile,Concrete Block,1355,Tenant Occupied,1307000,117,1,1,1,1,1,1,952000,134000,537000,277000,1500,5000,HO3,0,0,1,0,20100,17700,5,1,0,0
CLM00302,POL00302,CUS00302,2024-01-05,2024-01-08,Theft,0,2900 Biscayne Blvd,Miami-Dade,FL,33137,25.80518,-80.188488,45,3,Concrete Tile,Masonry,2558,Secondary Residence,799000,126,1,1,1,1,1,1,756000,101000,402000,197000,10000,5320,HO5,2,88400,0,0,15700,9200,11,1,0,0
CLM00303,POL00303,CUS00303,2022-01-10,2022-01-17,Vandalism,0,180 NE 29th St,Miami-Dade,FL,33137,25.808606,-80.19234,45,23,Flat/TPO,Masonry,2757,Owner Occupied,979000,39,1,1,1,1,1,1,910000,94000,634000,185000,2000,1880,HO6,1,98000,1,0,22500,26000,16,1,1,1
CLM00304,POL00304,CUS00304,2024-07-23,2024-07-24,Hurricane,0,3000 NE 2nd Ave,Miami-Dade,FL,33137,25.808936,-80.195094,67,6,Flat/TPO,Frame,3214,Owner Occupied,1254000,140,1,1,1,1,1,1,1106000,104000,515000,223000,10000,4210,HO5,3,249500,0,0,108300,108100,4,1,0,0
CLM00305,POL00305,CUS00305,2022-03-19,2022-03-24,Fire,0,4301 Urbana Dr,Orange,FL,32837,28.394856,-81.424922,24,3,Tile,Masonry Veneer,3857,Secondary Residence,266000,147,1,1,1,1,1,1,268000,31000,153000,52000,1500,9400,HO6,1,24700,2,2,174800,158500,12,1,0,0
CLM00306,POL00306,CUS00306,2023-03-17,2023-03-18,Fire,0,1211 E Kennedy Blvd,Hillsborough,FL,33602,27.950366,-82.46105,24,1,Tile,Frame,3700,Owner Occupied,862000,76,1,1,1,1,1,1,710000,81000,408000,188000,1000,3230,HO5,0,0,0,0,210200,185600,9,1,0,0
CLM00307,POL00307,CUS00307,2024-10-09,2024-10-14,Hail,1,3131 NE 1st Ave,Miami-Dade,FL,33137,25.807112,-80.193906,21,1,Metal,Frame,2249,Owner Occupied,790000,65,1,1,1,1,1,1,715000,65000,326000,129000,2500,4900,HO3,1,46800,0,0,73200,40900,9,1,0,1
CLM00308,POL00308,CUS00308,2024-04-06,2024-04-11,Wind,0,520 E Church St,Orange,FL,32801,28.542388,-81.368972,64,22,Concrete Tile,Concrete Block,1511,Secondary Residence,592000,76,1,1,1,1,1,1,564000,52000,369000,100000,1500,3430,HO3,0,0,0,0,20600,17500,16,1,1,0
CLM00309,POL00309,CUS00309,2025-09-19,2025-09-21,Wind,0,6600 NW 7th St,Miami-Dade,FL,33126,25.778214,-80.295246,26,26,Concrete Tile,Masonry Veneer,3132,Tenant Occupied,1292000,86,1,1,1,1,1,1,1032000,106000,688000,303000,5000,8550,HO3,1,48200,2,0,38900,42900,16,1,0,0
CLM00310,POL00310,CUS00310,2023-01-27,2023-02-01,Vandalism,0,3015 N Rocky Point Dr E,Hillsborough,FL,33607,27.964764,-82.501766,20,9,Concrete Tile,Reinforced Concrete,1671,Owner Occupied,740000,81,1,1,1,1,1,1,693000,68000,397000,121000,10000,2740,HO3,2,103700,2,0,8700,7700,16,1,0,0
CLM00311,POL00311,CUS00311,2022-03-10,2022-03-13,Freeze,0,1011 E Cumberland Ave,Hillsborough,FL,33602,27.948032,-82.463042,53,20,Flat/TPO,Masonry Veneer,3004,Owner Occupied,556000,109,1,1,1,1,1,1,480000,71000,260000,116000,2000,5510,HO6,1,21100,0,0,16300,13900,8,1,0,0
CLM00312,POL00312,CUS00312,2025-03-09,2025-03-14,Freeze,0,109 W Fortune St,Hillsborough,FL,33602,27.947222,-82.458452,30,12,Asphalt Shingle,Concrete Block,2648,Owner Occupied,282000,13,1,1,1,1,1,0,259000,24000,150000,51000,7500,5250,DP3,0,0,1,0,35400,33400,8,1,0,0
CLM00313,POL00313,CUS00313,2023-02-14,2023-02-14,Hail,0,6600 NW 7th St,Miami-Dade,FL,33126,25.778214,-80.295246,23,18,Tile,Reinforced Concrete,1877,Tenant Occupied,538000,80,1,1,1,1,1,1,532000,77000,353000,115000,1500,6240,HO5,4,81800,1,1,13000,14900,13,1,0,1
CLM00314,POL00314,CUS00314,2024-11-02,2024-11-09,Vandalism,0,710 NE 1st Ave,Miami-Dade,FL,33132,25.783848,-80.189314,54,15,Flat/TPO,Masonry Veneer,1070,Secondary Residence,223000,28,1,1,1,1,1,1,214000,29000,111000,54000,2500,5580,HO3,1,10000,2,0,7800,6700,2,1,0,0
CLM00315,POL00315,CUS00315,2025-08-22,2025-08-26,Hail,0,12112 Sugarloaf Key St,Hillsborough,FL,33626,28.058486,-82.624672,25,25,Metal,Frame,4239,Tenant Occupied,962000,161,1,1,1,1,1,1,922000,110000,628000,183000,5000,7950,HO3,0,0,2,1,24600,24000,7,1,0,0
CLM00316,POL00316,CUS00316,2023-06-10,2023-06-12,Wind,0,2828 NW 1st Ave,Miami-Dade,FL,33127,25.79715,-80.197564,22,20,Metal,Masonry,4044,Owner Occupied,1191000,155,1,1,1,1,1,1,942000,77000,547000,154000,5000,6180,HO3,1,97700,1,0,34000,31600,15,1,1,0
CLM00317,POL00317,CUS00317,2024-10-08,2024-10-15,Hurricane,1,9931 W Flagler St,Miami-Dade,FL,33174,25.75642,-80.352414,42,27,Metal,Frame,1965,Owner Occupied,1409000,87,1,1,1,1,1,1,1036000,91000,594000,190000,1000,2410,HO3,1,74200,1,1,126100,108200,7,1,0,0
CLM00318,POL00318,CUS00318,2025-01-15,2025-01-18,Hail,0,180 NE 29th St,Miami-Dade,FL,33137,25.808606,-80.19234,38,31,Tile,Reinforced Concrete,3534,Secondary Residence,598000,77,1,0,1,1,1,1,533000,0,302000,140000,2000,6200,HO3,1,112600,1,0,28800,27100,9,1,0,0
CLM00319,POL00319,CUS00319,2024-10-18,2024-11-10,Vandalism,0,3131 NE 1st Ave,Miami-Dade,FL,33137,25.807112,-80.193906,28,9,Asphalt Shingle,Masonry,2451,Secondary Residence,245000,180,1,1,1,1,1,1,200000,19000,100000,36000,2500,2180,HO6,0,0,0,0,9300,9400,14,1,0,1
CLM00320,POL00320,CUS00320,2022-08-27,2022-09-01,Vandalism,0,5432 W Tyson Ave,Hillsborough,FL,33611,27.888268,-82.506778,69,15,Flat/TPO,Reinforced Concrete,3655,Owner Occupied,455000,84,1,1,1,1,1,1,411000,50000,237000,76000,2500,3940,HO3,3,198300,2,1,7600,7000,6,1,0,0
CLM00321,POL00321,CUS00321,2025-02-09,2025-02-26,Water,0,1011 E Cumberland Ave,Hillsborough,FL,33602,27.948032,-82.463042,48,17,Concrete Tile,Frame,1933,Owner Occupied,473000,116,1,0,1,1,1,1,470000,0,227000,110000,2500,6910,HO3,1,104600,1,0,33600,41000,11,1,0,0
CLM00322,POL00322,CUS00322,2025-05-05,2025-05-13,Water,0,733 Main Ln,Orange,FL,32801,28.546738,-81.375962,22,6,Flat/TPO,Masonry,3153,Owner Occupied,343000,9,1,1,1,1,1,1,267000,39000,148000,73000,1500,9560,HO3,2,153100,0,0,15300,27500,13,1,0,0
CLM00323,POL00323,CUS00323,2022-07-10,2022-07-14,Water,0,7511 Solstice Cir,Orange,FL,32821,28.411672,-81.46685,74,14,Metal,Concrete Block,1072,Owner Occupied,781000,144,1,1,1,1,1,1,681000,93000,394000,185000,10000,1820,HO3,5,237200,2,1,10300,17800,9,1,1,1
CLM00324,POL00324,CUS00324,2022-11-28,2022-11-28,Lightning,0,410 N Orange Ave,Orange,FL,32801,28.538032,-81.373544,63,7,Concrete Tile,Masonry,2221,Secondary Residence,876000,85,1,1,1,1,1,1,871000,80000,424000,260000,5000,8990,HO3,3,176400,1,1,27900,53500,5,1,0,0
CLM00325,POL00325,CUS00325,2023-03-10,2023-03-14,Freeze,0,3219 S Orange Ave,Orange,FL,32806,28.517866,-81.366976,14,14,Concrete Tile,Masonry,818,Owner Occupied,301000,51,1,1,1,1,1,1,270000,23000,172000,69000,1500,3630,HO3,4,205400,1,0,14200,12400,10,1,0,0
CLM00326,POL00326,CUS00326,2023-05-13,2023-05-13,Vandalism,0,710 NE 1st Ave,Miami-Dade,FL,33132,25.783848,-80.189314,12,12,Asphalt Shingle,Reinforced Concrete,1072,Tenant Occupied,320000,87,1,1,1,1,1,1,246000,22000,139000,38000,1500,5280,HO5,1,25700,1,1,8200,8200,10,1,0,0
CLM00327,POL00327,CUS00327,2022-02-19,2022-02-21,Hail,0,3219 S Orange Ave,Orange,FL,32806,28.517866,-81.366976,75,27,Concrete Tile,Concrete Block,1853,Owner Occupied,1416000,102,1,1,1,1,1,1,1356000,151000,754000,253000,5000,4900,HO3,1,39300,0,1,23200,19900,18,1,0,0
CLM00328,POL00328,CUS00328,2025-03-26,2025-03-29,Hail,0,452 NE 31st St,Miami-Dade,FL,33137,25.805582,-80.194716,57,3,Flat/TPO,Concrete Block,2493,Tenant Occupied,553000,149,1,1,1,1,1,1,430000,59000,232000,111000,1000,8570,HO3,0,0,0,0,28800,23100,17,1,0,0
CLM00329,POL00329,CUS00329,2024-08-16,2024-09-21,Water,0,230 NE 4th St,Miami-Dade,FL,33132,25.781976,-80.192572,69,21,Concrete Tile,Masonry,2490,Owner Occupied,328000,75,1,1,1,1,1,1,267000,37000,133000,52000,2000,2770,HO5,2,90500,0,0,14100,12700,16,1,0,1
CLM00330,POL00330,CUS00330,2023-03-22,2023-05-11,Theft,0,5009 Park Central Dr,Orange,FL,32839,28.48606,-81.403886,13,13,Flat/TPO,Frame,2054,Owner Occupied,1432000,182,1,1,1,1,1,1,1376000,145000,620000,403000,5000,9050,HO3,1,64500,1,1,5800,3400,13,1,0,1
CLM00331,POL00331,CUS00331,2024-06-14,2024-06-16,Vandalism,0,55 NE 2nd St,Miami-Dade,FL,33132,25.784184,-80.187508,75,9,Asphalt Shingle,Reinforced Concrete,3257,Tenant Occupied,1109000,101,1,1,1,1,1,1,1013000,113000,630000,238000,5000,4220,HO6,0,0,0,0,28000,26200,11,1,0,0
CLM00332,POL00332,CUS00332,2023-09-10,2023-10-02,Wind,0,12112 Sugarloaf Key St,Hillsborough,FL,33626,28.058486,-82.624672,21,10,Concrete Tile,Masonry,3550,Owner Occupied,1253000,17,1,1,1,1,1,1,1073000,97000,726000,227000,10000,3840,HO5,0,0,2,0,7000,21100,13,1,0,0
CLM00333,POL00333,CUS00333,2023-03-01,2023-04-09,Wind,0,3000 NE 2nd Ave,Miami-Dade,FL,33137,25.808936,-80.195094,18,2,Flat/TPO,Masonry Veneer,1827,Owner Occupied,1421000,187,1,1,1,1,1,1,1281000,142000,600000,267000,5000,3450,HO5,1,7000,0,0,17600,15000,11,1,0,0
CLM00334,POL00334,CUS00334,2023-05-31,2023-06-02,Vandalism,0,1211 E Kennedy Blvd,Hillsborough,FL,33602,27.950366,-82.46105,38,16,Asphalt Shingle,Reinforced Concrete,3832,Owner Occupied,679000,174,1,1,1,1,0,0,657000,93000,372000,143000,2000,2380,DP3,1,29400,1,1,54500,25400,12,1,0,0
CLM00335,POL00335,CUS00335,2022-02-04,2022-02-04,Water,0,3015 N Rocky Point Dr E,Hillsborough,FL,33607,27.964764,-82.501766,27,17,Metal,Frame,1561,Owner Occupied,675000,123,1,0,1,1,1,1,564000,0,326000,137000,10000,6290,HO6,0,0,1,0,65000,38900,14,1,0,0
CLM00336,POL00336,CUS00336,2022-03-08,2022-03-12,Water,0,101 Lake Ave,Orange,FL,32801,28.539466,-81.369524,41,18,Asphalt Shingle,Masonry Veneer,2151,Owner Occupied,781000,74,1,1,1,1,0,0,657000,57000,312000,165000,7500,4830,DP3,1,49100,0,0,6900,7900,4,1,0,0
CLM00337,POL00337,CUS00337,2024-10-01,2024-10-02,Water,0,901 W Chestnut St,Hillsborough,FL,33607,27.956886,-82.501454,63,14,Asphalt Shingle,Reinforced Concrete,3093,Owner Occupied,1072000,43,1,1,1,1,1,1,972000,120000,519000,167000,10000,4250,HO3,2,76100,1,0,8200,16500,1,1,0,0
CLM00338,POL00338,CUS00338,2024-10-09,2024-10-16,Wind,1,710 NE 1st Ave,Miami-Dade,FL,33132,25.783848,-80.189314,19,19,Concrete Tile,Concrete Block,3336,Owner Occupied,503000,69,1,1,1,1,1,1,476000,53000,251000,84000,7500,8870,HO3,2,91000,1,0,30000,37400,12,1,0,0
CLM00339,POL00339,CUS00339,2025-03-11,2025-03-13,Wind,0,109 W Fortune St,Hillsborough,FL,33602,27.947222,-82.458452,75,19,Concrete Tile,Frame,3649,Owner Occupied,657000,46,1,1,1,1,1,1,524000,76000,339000,113000,5000,3270,HO5,1,29000,0,0,43200,48000,3,1,1,1
CLM00340,POL00340,CUS00340,2023-09-26,2023-10-02,Vandalism,0,921 N Central Ave,Hillsborough,FL,33602,27.95189,-82.4639,67,21,Concrete Tile,Masonry Veneer,3153,Owner Occupied,502000,128,1,1,1,1,1,1,371000,36000,207000,103000,7500,9520,HO3,1,30600,1,0,11800,9800,3,1,0,0
CLM00341,POL00341,CUS00341,2024-10-08,2024-10-09,Hail,1,9200 Randal Park Blvd,Orange,FL,32832,28.412212,-81.243592,5,5,Flat/TPO,Concrete Block,1977,Owner Occupied,1411000,37,1,1,1,1,1,1,1388000,163000,956000,400000,2000,8480,HO3,3,173900,2,3,9200,8300,11,1,1,1
CLM00342,POL00342,CUS00342,2023-12-19,2023-12-26,Water,0,2901 NE 1st Ave,Miami-Dade,FL,33137,25.802168,-80.187402,7,7,Flat/TPO,Masonry Veneer,3995,Owner Occupied,903000,95,1,1,1,1,1,1,721000,98000,436000,198000,1500,3390,HO3,2,164300,1,1,18100,20900,11,1,0,0
CLM00343,POL00343,CUS00343,2023-01-22,2023-01-25,Theft,0,2900 Biscayne Blvd,Miami-Dade,FL,33137,25.80518,-80.188488,31,22,Concrete Tile,Masonry Veneer,4467,Secondary Residence,474000,154,1,0,1,1,1,1,484000,0,306000,94000,1500,7390,HO3,1,107800,1,0,30600,28900,2,1,0,0
CLM00344,POL00344,CUS00344,2024-04-05,2024-04-10,Hail,0,3219 S Orange Ave,Orange,FL,32806,28.517866,-81.366976,39,31,Flat/TPO,Concrete Block,1773,Owner Occupied,1023000,136,1,1,1,1,1,1,927000,114000,469000,267000,2500,6890,HO3,0,0,1,0,74300,43700,9,1,0,1
CLM00345,POL00345,CUS00345,2024-07-17,2024-09-05,Water,0,310 N Orange Ave,Orange,FL,32801,28.543216,-81.372806,8,7,Tile,Reinforced Concrete,1400,Owner Occupied,818000,153,1,1,1,1,1,1,785000,94000,398000,157000,7500,3290,HO6,2,165400,0,0,6800,6700,9,1,1,0
CLM00346,POL00346,CUS00346,2023-06-11,2023-06-18,Wind,0,2751 NW 84th St,Miami-Dade,FL,33147,25.858766,-80.24016,56,29,Metal,Concrete Block,1273,Secondary Residence,1425000,126,1,1,1,1,1,1,1162000,158000,704000,291000,7500,2880,HO6,1,42000,1,0,19900,16700,16,1,0,0
CLM00347,POL00347,CUS00347,2024-10-08,2024-10-08,Wind,1,3219 S Orange Ave,Orange,FL,32806,28.517866,-81.366976,55,28,Metal,Masonry,1226,Owner Occupied,1245000,85,1,1,1,1,1,1,1210000,146000,681000,238000,5000,6960,HO5,2,57800,2,0,36000,30700,4,1,0,0
